"","CSIScontractID","IDV","FxCb","Fee","Comp","Link","MDAP","unmodifiedSystemequipmentcode","Who","What","Intl","PSR","LowCeil","Ceil","Dur","SingleOffer","Offr","Soft","UCA","CRai","NChg","Veh","UnmodifiedNumberOfOffersReceived","Term","UnmodifiedContractBaseAndAllOptionsValue","SumOfisChangeOrder","pChangeOrderUnmodifiedBaseAndAll","pChangeOrderObligated","UnmodifiedDays","MinOfEffectiveDate","Action.Obligation","ContractCount","StartFiscalYear","UnmodifiedCompletionDate","EndAfterPeriod","Graph","TermNum"
"1068739",25155556,NA,"Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Air Force","Other","Any International","Services","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",11,"Unterminated",8.51e+08,0,0,0,NA,2012-10-15,0,1,2013,NA,NA,FALSE,0
"1355409",25155558,NA,"Cost-Based","Fixed Fee","Comp.","[1,750)","No label",NA,"Air Force","Other","Any International","Services","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",11,"Unterminated",8.51e+08,0,0,0,NA,2012-10-15,0,1,2013,NA,NA,FALSE,0
"2298963",20427678,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",12,"Unterminated",837505914,0,0,0,451,2009-11-06,842871031,1,2010,2011-01-31,FALSE,FALSE,0
"3582804",7934385,"Def/Pur","Fixed-Price","FFP or No Fee","No Comp.","[750+]","Labeled MDAP","106","Army","Missile and Space Systems","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","Def/Pur",1,"Unterminated",833062251,3,0.1089956,0.08994566,950.9583,2008-12-23,1009499622,1,2009,2011-07-31,FALSE,FALSE,0
"3659899",18631090,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Navy","Land Vehicles","Just U.S.","Products","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","UCA","[  -Inf,-0.001)","[   3,1040]","SINGLE AWARD",10,"Unterminated",826507301,10,-0.06592173,0.02612324,347,2010-02-12,760147909,1,2010,2011-01-25,FALSE,FALSE,0
"4847886",10086328,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[1,750)","Labeled MDAP","124","Air Force","Aircraft and Drones","Just U.S.","Products","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",818637200,0,0,0,344,2011-08-23,817350,1,2011,2012-08-01,FALSE,FALSE,0
"4423316",24893360,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[ 0.150,   Inf]","   1","SINGLE AWARD",12,"Unterminated",817072550,1,0.2028388,0.1228437,243,2010-09-30,1132241,1,2010,2011-05-31,FALSE,FALSE,0
"1220855",4168134,NA,"Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",27,"Terminated",815772268,1,2.539189e-05,NA,NA,2012-09-20,0,1,2012,NA,NA,TRUE,1
"3343167",20431416,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",27,"Terminated",815772268,1,2.539189e-05,4.475773e-05,376,2012-09-20,462802729,1,2012,2013-10-01,FALSE,TRUE,1
"3787627",9892580,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Air Force","Aircraft and Drones","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",8.1e+08,0,0,0,367,2007-04-09,1169872,1,2007,2008-04-10,FALSE,FALSE,0
"2427900",24892761,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[0 months,~2 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",6,"Unterminated",808998084,0,0,0,15,2009-09-16,824617,1,2009,2009-10-01,FALSE,FALSE,0
"2624123",24893151,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",8,"Unterminated",803773728,1,0,0,1118,2009-09-09,972788.5,1,2009,2012-10-01,FALSE,FALSE,0
"2153271",24892279,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[  -Inf,-0.001)","[   3,1040]","SINGLE AWARD",23,"Unterminated",802306138,3,-0.155431,-0.1840352,367,2007-09-30,588708,1,2007,2008-10-01,FALSE,FALSE,0
"4725770",24562757,"IDV","Fixed-Price","FFP or No Fee","No Comp.","[750+]","No label",NA,"Army","Land Vehicles","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   2","SINGLE AWARD",1,"Unterminated",801199193,2,0.0007730425,0.0007688654,18720.04,2009-09-25,805551890,1,2009,2060-12-26,TRUE,FALSE,0
"494485",24893605,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",13,"Unterminated",800735525,0,0,0,384,2012-09-12,708949.8,1,2012,2013-10-01,FALSE,FALSE,0
"605344",24892340,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[0 months,~2 months)","Multi","5+","Not Software Eng.","Not UCA","[  -Inf,-0.001)","   1","SINGLE AWARD",18,"Unterminated",799698698,1,-0.006307837,-0.006347877,22,2008-09-09,774745.6,1,2008,2008-10-01,FALSE,FALSE,0
"604218",2932777,NA,"Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Navy","Land Vehicles","Any International","Products","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",10,"Terminated",799270701,0,0,0,NA,2007-01-25,0,1,2007,NA,NA,TRUE,1
"4624140",24892306,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","[   3,1040]","SINGLE AWARD",23,"Unterminated",798279950,7,-0.0003953525,-0.000281918,366,2008-09-30,1091417,1,2008,2009-10-01,FALSE,FALSE,0
"4306581",1431168,"Def/Pur","Cost-Based","Fixed Fee","No Comp.","[1,750)","No label",NA,"Air Force","Missile and Space Systems","Just U.S.","R&D","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Def/Pur",1,"Unterminated",797107900,0,0,0,1796,2008-10-31,4063981268,1,2009,2013-10-01,FALSE,FALSE,0
"4705990",7879329,NA,"Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Army","Electronics and Communications","Any International","Products","[30m+]","75m+",NA,"Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",4,"Terminated",792722776,0,0,0,NA,2008-02-01,0,1,2008,NA,NA,TRUE,1
"3892122",24893376,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",12,"Unterminated",791241276,0,0,0,470.0417,2011-09-19,688331.6,1,2011,2013-01-01,FALSE,FALSE,0
"2640392",20425561,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",23,"Unterminated",782972706,0,0,0,369,2008-03-28,64590495,1,2008,2009-04-01,FALSE,FALSE,0
"3066882",18667194,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[0 months,~2 months)","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",4,"Unterminated",782341894,0,0,0,1,2009-09-30,674723776,1,2009,2009-10-01,FALSE,FALSE,0
"860148",20431396,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",10,"Terminated",781823916,0,0,0,251.0417,2012-05-25,618212412,1,2012,2013-01-31,FALSE,TRUE,1
"3132632",4168114,NA,"Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",10,"Terminated",781823916,0,0,0,NA,2012-05-25,0,1,2012,NA,NA,TRUE,1
"1546637",2349720,"Def/Pur","Combination or Other","Combination or Other Fee","No Comp.","[750+]","Labeled MDAP","CAA","Other DoD","Missile and Space Systems","Just U.S.","R&D","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   1","Def/Pur",1,"Unterminated",781055776,1,0.0635578,0.01420205,1097,2007-12-31,1163335148,1,2008,2011-01-01,FALSE,FALSE,0
"4815779",24893178,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",8,"Unterminated",773814211,1,0,0,454.0417,2010-09-27,625005.4,1,2010,2011-12-25,FALSE,FALSE,0
"941416",24893175,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",8,"Unterminated",771731112,1,0,0,461.0417,2010-09-27,647658.6,1,2010,2012-01-01,FALSE,FALSE,0
"1434228",18675532,"IDV","Fixed-Price","FFP or No Fee","Comp.","[750+]","No label",NA,"Navy","Electronics and Communications","Just U.S.","Services","[30m+]","75m+","[0 months,~2 months)","Multi","3-4","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",4,"Unterminated",771509663,0,0,0,1,2008-09-30,771509663,1,2008,2008-10-01,FALSE,FALSE,0
"3460912",2141645,"Def/Pur","Fixed-Price","FFP or No Fee","No Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Def/Pur",1,"Unterminated",771077575,0,0,0,1826,2008-10-01,799518076,1,2009,2013-10-01,FALSE,FALSE,0
"2632740",24893177,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",8,"Unterminated",769156857,1,0,0,242.9583,2011-01-31,640378.2,1,2011,2011-09-30,FALSE,FALSE,0
"3515819",2860604,"Def/Pur",NA,"Combination or Other Fee","Comp.","0","No label",NA,"Navy","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","[   3,1040]","Def/Pur",5,"Unterminated",764230296,6,0,-Inf,219.9583,2011-02-23,0,1,2011,2011-09-30,FALSE,FALSE,0
"1055434",24893365,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",12,"Unterminated",760675922,0,0,0,511.0417,2011-08-09,729082.6,1,2011,2013-01-01,FALSE,FALSE,0
"4200530",2961239,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","[750+]","Labeled MDAP","212","Other DoD","Aircraft and Drones","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Def/Pur",1,"Unterminated",752219294,0,0,0,1558.042,2007-09-25,847354530,1,2007,2011-12-31,FALSE,FALSE,0
"3678854",18631085,"IDV","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Navy","Land Vehicles","Just U.S.","Products","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","UCA","[  -Inf,-0.001)","[   3,1040]","SINGLE AWARD",10,"Unterminated",752042549,5,-0.1188093,-0.03260539,177.0417,2008-09-04,697109935,1,2008,2009-02-28,FALSE,FALSE,0
"3964667",24892299,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",23,"Unterminated",750871256,1,0,0,366,2008-09-30,764555.8,1,2008,2009-10-01,FALSE,FALSE,0
"2027282",24893055,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~2 months,~7 months)","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   1","SINGLE AWARD",8,"Unterminated",737264269,1,0.008968392,0.008582918,64.04167,2009-09-28,785249.3,1,2009,2009-12-01,FALSE,FALSE,0
"1494288",20427693,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",27,"Unterminated",732943752,0,0,0,373,2010-04-23,737529791,1,2010,2011-05-01,FALSE,FALSE,0
"1091851",20426744,"IDV","Fixed-Price","Combination or Other Fee","No Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",730901205,0,0,0,396,2009-08-01,369846636,1,2009,2010-09-01,FALSE,FALSE,0
"3804833",20426643,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",13,"Unterminated",728771113,0,0,0,425,2008-12-03,728771113,1,2009,2010-02-01,FALSE,FALSE,0
"1205678",20425807,"IDV","Fixed-Price","Combination or Other Fee","No Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","(~1 year,~2 years]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",1,"Unterminated",720605875,0,0,0,730,2008-09-01,1595338175,1,2008,2010-09-01,FALSE,FALSE,0
"4800388",24892780,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","3-4","Not Software Eng.","Not UCA","[ 0.150,   Inf]","   1","MULTIPLE AWARD",4,"Unterminated",7.2e+08,1,0.3546819,0.2618194,377,2007-09-20,847411.8,1,2007,2008-10-01,FALSE,FALSE,0
"1028489",24893169,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",8,"Unterminated",719563683,0,0,0,358,2010-07-15,611911.5,1,2010,2011-07-08,FALSE,FALSE,0
"3856303",2933031,"Def/Pur","Combination or Other","Combination or Other Fee","No Comp.","[1,750)","Labeled MDAP","515","Navy","Land Vehicles","Just U.S.","Products","[30m+]","75m+","(~2 years+]","Single","1","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","Def/Pur",1,"Unterminated",718564876,6,0.005351912,0.004830407,1523,2008-07-31,609464793,1,2008,2012-10-01,FALSE,FALSE,0
"4570206",20425573,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Products","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",23,"Unterminated",718382211,0,0,0,399,2008-03-28,718382211,1,2008,2009-05-01,FALSE,FALSE,0
"1183059",24892996,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[ 0.001, 0.150)","   1","SINGLE AWARD",5,"Unterminated",715055604,1,0.06322276,0.05946332,366,2008-12-30,691148.5,1,2009,2009-12-31,FALSE,FALSE,0
"3978026",24893280,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",15,"Unterminated",712613102,0,0,0,365,2010-09-28,598045.1,1,2010,2011-09-28,FALSE,FALSE,0
"849260",24892474,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","(~1 year,~2 years]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",16,"Unterminated",706496900,0,0,0,366,2007-08-22,613811,1,2007,2008-08-22,FALSE,FALSE,0
"1648575",8146823,NA,"Cost-Based","Award Fee","Comp.","[1,750)","No label",NA,"Army","Other","Any International","Services","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",5,"Terminated",7.03e+08,0,0,0,NA,2006-12-15,0,1,2007,NA,NA,TRUE,1
"3227116",8146824,"Def/Pur","Cost-Based","Award Fee","Comp.","[1,750)","No label",NA,"Army","Other","Any International","Services","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","MULTIPLE AWARD",5,"Terminated",7.03e+08,0,0,0,NA,2007-01-30,0,1,2007,NA,NA,TRUE,1
"1944154",24892339,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[0 months,~2 months)","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",18,"Unterminated",699820223,0,0,0,22,2008-09-09,682287.4,1,2008,2008-10-01,FALSE,FALSE,0
"4622377",8496476,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","[1,750)","No label",NA,"Army","Other","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","2","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","Def/Pur",2,"Unterminated",691931345,3,0.04485994,0.01133215,365,2010-04-01,749212.4,1,2010,2011-04-01,FALSE,FALSE,0
"616743",4168185,NA,"Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+",NA,"Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",12,"Unterminated",688467146,0,0,0,NA,2012-03-27,0,1,2012,NA,NA,FALSE,0
"4669998",20431466,"IDV","Fixed-Price","Combination or Other Fee","Comp.","0","No label",NA,"Other DoD","Other","Any International","Products","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","SINGLE AWARD",12,"Unterminated",688467146,0,0,0,826,2012-03-27,688249502,1,2012,2014-07-01,FALSE,FALSE,0
"2410432",24893278,"IDV","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Any International","Services","[30m+]","75m+","[~7 months-~1 year]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   1","SINGLE AWARD",15,"Unterminated",681668541,1,0,0,363,2010-09-27,601212.7,1,2010,2011-09-25,FALSE,FALSE,0
"2251976",2964691,"Def/Pur","Cost-Based","Fixed Fee","No Comp.","[750+]","Labeled MDAP","161","Navy","Ships & Submarines","Just U.S.","Products","[30m+]","75m+","[~7 months-~1 year]","Single","1","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Def/Pur",1,"Unterminated",678568820,0,0,0,338.0417,2010-03-17,741175824,1,2010,2011-02-18,FALSE,FALSE,0
"1172476",8442288,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Army","Facilities and Construction","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","5+","Not Software Eng.","Not UCA","[-0.001, 0.001)","   0","Def/Pur",7,"Terminated",674998555,0,0,0,1267,2011-04-13,0,1,2011,2014-10-01,FALSE,TRUE,1
"3307013",2141623,"Def/Pur","Fixed-Price","FFP or No Fee","Comp.","0","No label",NA,"Other DoD","Other","Just U.S.","Services","[30m+]","75m+","(~2 years+]","Multi","3-4","Not Software Eng.","Not UCA","[ 0.001, 0.150)","[   3,1040]","Def/Pur",3,"Unterminated",667698420,11,0.004364245,0.003888585,2135,2008-09-26,749372569,1,2008,2014-08-01,FALSE,FALSE,0
